order_item_id,order_id,order_date,year,quarter,month,month_name,day_of_week_name,customer_id,first_name,last_name,email,city,country,segment,product_id,product_name,category,quantity,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,status,is_valid_sale
131,1147,2023-07-16,2023,3,7,July,Sunday,5,Carlos,Lopez,carlos.lopez@email.com,Miami,USA,Standard,13,"Fitness Tracker",Electronics,3,99.99,10.00,299.97,30.00,269.97,completed,1
155,1031,2023-08-23,2023,3,8,August,Wednesday,11,Fatima,Al-hassan,fatima.alhassan@email.com,Dubai,UAE,Premium,13,"Fitness Tracker",Electronics,3,99.99,10.00,299.97,30.00,269.97,completed,1
164,1057,2023-09-03,2023,3,9,September,Sunday,19,Zoe,Harris,zoe.harris@email.com,Melbourne,AUSTRALIA,Premium,13,"Fitness Tracker",Electronics,3,99.99,5.00,299.97,15.00,284.97,completed,1
171,1028,2023-09-08,2023,3,9,September,Friday,10,Oliver,Brown,oliver.brown@email.com,Sydney,AUSTRALIA,Standard,13,"Fitness Tracker",Electronics,1,99.99,15.00,99.99,15.00,84.99,completed,1
214,1214,2023-11-29,2023,4,11,November,Wednesday,16,Lucas,Anderson,lucas.anderson@email.com,"Sao paulo",BRAZIL,Basic,13,"Fitness Tracker",Electronics,1,99.99,15.00,99.99,15.00,84.99,completed,1
217,1189,2023-12-01,2023,4,12,December,Friday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,13,"Fitness Tracker",Electronics,3,99.99,10.00,299.97,30.00,269.97,completed,1
219,1171,2023-12-10,2023,4,12,December,Sunday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,13,"Fitness Tracker",Electronics,3,99.99,20.00,299.97,59.99,239.98,completed,1
223,1068,2023-12-13,2023,4,12,December,Wednesday,23,Sara,Lindqvist,cliente_23@sindatos.com,Stockholm,SWEDEN,Basic,13,"Fitness Tracker",Electronics,1,99.99,0.00,99.99,0.00,99.99,completed,1
226,1015,2023-12-19,2023,4,12,December,Tuesday,5,Carlos,Lopez,carlos.lopez@email.com,Miami,USA,Standard,13,"Fitness Tracker",Electronics,1,99.99,5.00,99.99,5.00,94.99,refunded,1
256,1023,2024-01-25,2024,1,1,January,Thursday,8,Emma,Johnson,emma.johnson@email.com,Toronto,CANADA,Premium,13,"Fitness Tracker",Electronics,1,99.99,15.00,99.99,15.00,84.99,completed,1
292,1225,2024-04-09,2024,2,4,April,Tuesday,23,Sara,Lindqvist,cliente_23@sindatos.com,Stockholm,SWEDEN,Basic,13,"Fitness Tracker",Electronics,2,99.99,5.00,199.98,10.00,189.98,completed,1
304,1079,2024-04-23,2024,2,4,April,Tuesday,14,Ethan,Taylor,ethan.taylor@email.com,Paris,FRANCE,Premium,13,"Fitness Tracker",Electronics,1,99.99,0.00,99.99,0.00,99.99,completed,1
330,1139,2024-06-07,2024,2,6,June,Friday,20,Raj,Kumar,raj.kumar@email.com,Mumbai,INDIA,Standard,13,"Fitness Tracker",Electronics,2,99.99,10.00,199.98,20.00,179.98,completed,1
340,1110,2024-06-25,2024,2,6,June,Tuesday,21,Elena,Petrova,elena.petrova@email.com,Moscow,RUSSIA,Premium,13,"Fitness Tracker",Electronics,2,99.99,20.00,199.98,40.00,159.98,completed,1
360,1084,2024-07-17,2024,3,7,July,Wednesday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,13,"Fitness Tracker",Electronics,2,99.99,0.00,199.98,0.00,199.98,completed,1
361,1224,2024-07-17,2024,3,7,July,Wednesday,24,Ahmed,Hassan,ahmed.hassan@email.com,Casablanca,MOROCCO,Standard,13,"Fitness Tracker",Electronics,3,99.99,10.00,299.97,30.00,269.97,completed,1
369,1163,2024-07-24,2024,3,7,July,Wednesday,2,Maria,Garcia,cliente_2@sindatos.com,"Los angeles",USA,Standard,13,"Fitness Tracker",Electronics,1,99.99,0.00,99.99,0.00,99.99,completed,1
385,1092,2024-08-16,2024,3,8,August,Friday,2,Maria,Garcia,cliente_2@sindatos.com,"Los angeles",USA,Standard,13,"Fitness Tracker",Electronics,2,99.99,0.00,199.98,0.00,199.98,pending,1
396,1210,2024-08-29,2024,3,8,August,Thursday,14,Ethan,Taylor,ethan.taylor@email.com,Paris,FRANCE,Premium,13,"Fitness Tracker",Electronics,2,99.99,10.00,199.98,20.00,179.98,completed,1
411,1151,2024-09-13,2024,3,9,September,Friday,19,Zoe,Harris,zoe.harris@email.com,Melbourne,AUSTRALIA,Premium,13,"Fitness Tracker",Electronics,1,99.99,15.00,99.99,15.00,84.99,completed,1
429,1134,2024-10-18,2024,4,10,October,Friday,12,Noah,Wilson,noah.wilson@email.com,Seattle,USA,Standard,13,"Fitness Tracker",Electronics,3,99.99,10.00,299.97,30.00,269.97,cancelled,0
430,1035,2024-10-20,2024,4,10,October,Sunday,12,Noah,Wilson,noah.wilson@email.com,Seattle,USA,Standard,13,"Fitness Tracker",Electronics,1,99.99,0.00,99.99,0.00,99.99,cancelled,0
435,1247,2024-11-07,2024,4,11,November,Thursday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,13,"Fitness Tracker",Electronics,2,99.99,0.00,199.98,0.00,199.98,completed,1
439,1021,2024-11-08,2024,4,11,November,Friday,7,Luca,Rossi,luca.rossi@email.com,Rome,ITALY,Standard,13,"Fitness Tracker",Electronics,2,99.99,5.00,199.98,10.00,189.98,completed,1
462,1159,2024-12-14,2024,4,12,December,Saturday,23,Sara,Lindqvist,cliente_23@sindatos.com,Stockholm,SWEDEN,Basic,13,"Fitness Tracker",Electronics,1,99.99,15.00,99.99,15.00,84.99,completed,1
466,1234,2024-12-15,2024,4,12,December,Sunday,10,Oliver,Brown,oliver.brown@email.com,Sydney,AUSTRALIA,Standard,13,"Fitness Tracker",Electronics,3,99.99,15.00,299.97,45.00,254.97,completed,1
5,1178,2023-01-07,2023,1,1,January,Saturday,16,Lucas,Anderson,lucas.anderson@email.com,"Sao paulo",BRAZIL,Basic,13,"Fitness Tracker",Electronics,3,99.99,5.00,299.97,15.00,284.97,completed,1
51,1096,2023-03-12,2023,1,3,March,Sunday,6,Aisha,Patel,aisha.patel@email.com,Houston,USA,Basic,13,"Fitness Tracker",Electronics,3,99.99,0.00,299.97,0.00,299.97,refunded,1
52,1143,2023-03-13,2023,1,3,March,Monday,14,Ethan,Taylor,ethan.taylor@email.com,Paris,FRANCE,Premium,13,"Fitness Tracker",Electronics,1,99.99,0.00,99.99,0.00,99.99,completed,1
7,1046,2023-01-12,2023,1,1,January,Thursday,16,Lucas,Anderson,lucas.anderson@email.com,"Sao paulo",BRAZIL,Basic,13,"Fitness Tracker",Electronics,1,99.99,20.00,99.99,20.00,79.99,completed,1
73,1056,2023-04-25,2023,2,4,April,Tuesday,19,Zoe,Harris,zoe.harris@email.com,Melbourne,AUSTRALIA,Premium,13,"Fitness Tracker",Electronics,2,99.99,5.00,199.98,10.00,189.98,completed,1
88,1060,2023-05-09,2023,2,5,May,Tuesday,20,Raj,Kumar,raj.kumar@email.com,Mumbai,INDIA,Standard,13,"Fitness Tracker",Electronics,2,99.99,15.00,199.98,30.00,169.98,completed,1
91,1184,2023-05-11,2023,2,5,May,Thursday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,13,"Fitness Tracker",Electronics,3,99.99,20.00,299.97,59.99,239.98,refunded,1
92,1164,2023-05-17,2023,2,5,May,Wednesday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,13,"Fitness Tracker",Electronics,3,99.99,20.00,299.97,59.99,239.98,cancelled,0
11,1220,2023-01-18,2023,1,1,January,Wednesday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,14,"Winter Jacket",Clothing,1,149.00,5.00,149.00,7.45,141.55,completed,1
118,1153,2023-06-23,2023,2,6,June,Friday,16,Lucas,Anderson,lucas.anderson@email.com,"Sao paulo",BRAZIL,Basic,14,"Winter Jacket",Clothing,2,149.00,5.00,298.00,14.90,283.10,completed,1
138,1034,2023-08-06,2023,3,8,August,Sunday,12,Noah,Wilson,noah.wilson@email.com,Seattle,USA,Standard,14,"Winter Jacket",Clothing,2,149.00,10.00,298.00,29.80,268.20,cancelled,0
140,1228,2023-08-10,2023,3,8,August,Thursday,7,Luca,Rossi,luca.rossi@email.com,Rome,ITALY,Standard,14,"Winter Jacket",Clothing,2,149.00,5.00,298.00,14.90,283.10,cancelled,0
150,1070,2023-08-14,2023,3,8,August,Monday,24,Ahmed,Hassan,ahmed.hassan@email.com,Casablanca,MOROCCO,Standard,14,"Winter Jacket",Clothing,3,149.00,0.00,447.00,0.00,447.00,completed,1
169,1028,2023-09-08,2023,3,9,September,Friday,10,Oliver,Brown,oliver.brown@email.com,Sydney,AUSTRALIA,Standard,14,"Winter Jacket",Clothing,1,149.00,15.00,149.00,22.35,126.65,completed,1
187,1047,2023-10-01,2023,4,10,October,Sunday,16,Lucas,Anderson,lucas.anderson@email.com,"Sao paulo",BRAZIL,Basic,14,"Winter Jacket",Clothing,2,149.00,0.00,298.00,0.00,298.00,completed,1
218,1128,2023-12-07,2023,4,12,December,Thursday,24,Ahmed,Hassan,ahmed.hassan@email.com,Casablanca,MOROCCO,Standard,14,"Winter Jacket",Clothing,1,149.00,5.00,149.00,7.45,141.55,completed,1
221,1013,2023-12-11,2023,4,12,December,Monday,5,Carlos,Lopez,carlos.lopez@email.com,Miami,USA,Standard,14,"Winter Jacket",Clothing,1,149.00,0.00,149.00,0.00,149.00,completed,1
26,1193,2023-02-01,2023,1,2,February,Wednesday,25,Nina,Schulz,nina.schulz@email.com,Munich,GERMANY,Premium,14,"Winter Jacket",Clothing,3,149.00,5.00,447.00,22.35,424.65,completed,1
281,1190,2024-03-07,2024,1,3,March,Thursday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,14,"Winter Jacket",Clothing,1,149.00,0.00,149.00,0.00,149.00,completed,1
282,1078,2024-03-17,2024,1,3,March,Sunday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,14,"Winter Jacket",Clothing,2,149.00,10.00,298.00,29.80,268.20,completed,1
288,1152,2024-03-28,2024,1,3,March,Thursday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,14,"Winter Jacket",Clothing,3,149.00,20.00,447.00,89.40,357.60,completed,1
289,1049,2024-04-09,2024,2,4,April,Tuesday,17,Chloe,Thomas,chloe.thomas@email.com,Vancouver,CANADA,Standard,14,"Winter Jacket",Clothing,1,149.00,5.00,149.00,7.45,141.55,completed,1
328,1139,2024-06-07,2024,2,6,June,Friday,20,Raj,Kumar,raj.kumar@email.com,Mumbai,INDIA,Standard,14,"Winter Jacket",Clothing,2,149.00,10.00,298.00,29.80,268.20,completed,1
331,1066,2024-06-13,2024,2,6,June,Thursday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,14,"Winter Jacket",Clothing,3,149.00,0.00,447.00,0.00,447.00,cancelled,0
34,1137,2023-02-09,2023,1,2,February,Thursday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,14,"Winter Jacket",Clothing,2,149.00,0.00,298.00,0.00,298.00,completed,1
346,1135,2024-07-03,2024,3,7,July,Wednesday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,14,"Winter Jacket",Clothing,3,149.00,0.00,447.00,0.00,447.00,completed,1
352,1085,2024-07-07,2024,3,7,July,Sunday,21,Elena,Petrova,elena.petrova@email.com,Moscow,RUSSIA,Premium,14,"Winter Jacket",Clothing,2,149.00,0.00,298.00,0.00,298.00,completed,1
353,1180,2024-07-13,2024,3,7,July,Saturday,24,Ahmed,Hassan,ahmed.hassan@email.com,Casablanca,MOROCCO,Standard,14,"Winter Jacket",Clothing,1,149.00,5.00,149.00,7.45,141.55,refunded,1
402,1043,2024-09-02,2024,3,9,September,Monday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,14,"Winter Jacket",Clothing,1,149.00,10.00,149.00,14.90,134.10,completed,1
413,1027,2024-09-15,2024,3,9,September,Sunday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,14,"Winter Jacket",Clothing,3,149.00,20.00,447.00,89.40,357.60,completed,1
442,1204,2024-11-08,2024,4,11,November,Friday,14,Ethan,Taylor,ethan.taylor@email.com,Paris,FRANCE,Premium,14,"Winter Jacket",Clothing,3,149.00,0.00,447.00,0.00,447.00,completed,1
452,1183,2024-11-26,2024,4,11,November,Tuesday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,14,"Winter Jacket",Clothing,1,149.00,0.00,149.00,0.00,149.00,completed,1
46,1238,2023-03-08,2023,1,3,March,Wednesday,4,Sophie,Martin,sophie.martin@email.com,London,UK,Premium,14,"Winter Jacket",Clothing,3,149.00,15.00,447.00,67.05,379.95,completed,1
465,1011,2024-12-15,2024,4,12,December,Sunday,4,Sophie,Martin,sophie.martin@email.com,London,UK,Premium,14,"Winter Jacket",Clothing,3,149.00,10.00,447.00,44.70,402.30,completed,1
63,1246,2023-04-12,2023,2,4,April,Wednesday,20,Raj,Kumar,raj.kumar@email.com,Mumbai,INDIA,Standard,14,"Winter Jacket",Clothing,3,149.00,5.00,447.00,22.35,424.65,completed,1
72,1161,2023-04-20,2023,2,4,April,Thursday,25,Nina,Schulz,nina.schulz@email.com,Munich,GERMANY,Premium,14,"Winter Jacket",Clothing,1,149.00,5.00,149.00,7.45,141.55,completed,1
76,1120,2023-04-25,2023,2,4,April,Tuesday,1,James,Smith,james.smith@email.com,"New york",USA,Premium,14,"Winter Jacket",Clothing,3,149.00,0.00,447.00,0.00,447.00,completed,1
96,1003,2023-05-23,2023,2,5,May,Tuesday,1,James,Smith,james.smith@email.com,"New york",USA,Premium,14,"Winter Jacket",Clothing,1,149.00,20.00,149.00,29.80,119.20,completed,1
111,1167,2023-06-12,2023,2,6,June,Monday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,15,"Cotton T-Shirt",Clothing,2,24.99,15.00,49.98,7.50,42.48,cancelled,0
15,1132,2023-01-25,2023,1,1,January,Wednesday,8,Emma,Johnson,emma.johnson@email.com,Toronto,CANADA,Premium,15,"Cotton T-Shirt",Clothing,1,24.99,10.00,24.99,2.50,22.49,completed,1
165,1219,2023-09-04,2023,3,9,September,Monday,25,Nina,Schulz,nina.schulz@email.com,Munich,GERMANY,Premium,15,"Cotton T-Shirt",Clothing,2,24.99,15.00,49.98,7.50,42.48,cancelled,0
185,1089,2023-09-29,2023,3,9,September,Friday,13,Isabella,Moore,cliente_13@sindatos.com,Berlin,GERMANY,Basic,15,"Cotton T-Shirt",Clothing,3,24.99,5.00,74.97,3.75,71.22,cancelled,0
206,1123,2023-11-12,2023,4,11,November,Sunday,2,Maria,Garcia,cliente_2@sindatos.com,"Los angeles",USA,Standard,15,"Cotton T-Shirt",Clothing,1,24.99,0.00,24.99,0.00,24.99,completed,1
21,1186,2023-01-28,2023,1,1,January,Saturday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,15,"Cotton T-Shirt",Clothing,1,24.99,10.00,24.99,2.50,22.49,completed,1
213,1214,2023-11-29,2023,4,11,November,Wednesday,16,Lucas,Anderson,lucas.anderson@email.com,"Sao paulo",BRAZIL,Basic,15,"Cotton T-Shirt",Clothing,1,24.99,15.00,24.99,3.75,21.24,completed,1
227,1015,2023-12-19,2023,4,12,December,Tuesday,5,Carlos,Lopez,carlos.lopez@email.com,Miami,USA,Standard,15,"Cotton T-Shirt",Clothing,3,24.99,5.00,74.97,3.75,71.22,refunded,1
233,1131,2023-12-25,2023,4,12,December,Monday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,15,"Cotton T-Shirt",Clothing,2,24.99,5.00,49.98,2.50,47.48,completed,1
243,1200,2024-01-20,2024,1,1,January,Saturday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,15,"Cotton T-Shirt",Clothing,1,24.99,5.00,24.99,1.25,23.74,completed,1
255,1023,2024-01-25,2024,1,1,January,Thursday,8,Emma,Johnson,emma.johnson@email.com,Toronto,CANADA,Premium,15,"Cotton T-Shirt",Clothing,3,24.99,15.00,74.97,11.25,63.72,completed,1
258,1044,2024-01-26,2024,1,1,January,Friday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,15,"Cotton T-Shirt",Clothing,2,24.99,15.00,49.98,7.50,42.48,refunded,1
261,1179,2024-02-04,2024,1,2,February,Sunday,25,Nina,Schulz,nina.schulz@email.com,Munich,GERMANY,Premium,15,"Cotton T-Shirt",Clothing,1,24.99,20.00,24.99,5.00,19.99,completed,1
265,1032,2024-02-15,2024,1,2,February,Thursday,11,Fatima,Al-hassan,fatima.alhassan@email.com,Dubai,UAE,Premium,15,"Cotton T-Shirt",Clothing,1,24.99,0.00,24.99,0.00,24.99,completed,1
27,1193,2023-02-01,2023,1,2,February,Wednesday,25,Nina,Schulz,nina.schulz@email.com,Munich,GERMANY,Premium,15,"Cotton T-Shirt",Clothing,1,24.99,5.00,24.99,1.25,23.74,completed,1
320,1115,2024-05-15,2024,2,5,May,Wednesday,17,Chloe,Thomas,chloe.thomas@email.com,Vancouver,CANADA,Standard,15,"Cotton T-Shirt",Clothing,1,24.99,0.00,24.99,0.00,24.99,completed,1
333,1243,2024-06-19,2024,2,6,June,Wednesday,25,Nina,Schulz,nina.schulz@email.com,Munich,GERMANY,Premium,15,"Cotton T-Shirt",Clothing,2,24.99,15.00,49.98,7.50,42.48,completed,1
341,1054,2024-06-27,2024,2,6,June,Thursday,18,Mohammed,Ibrahim,cliente_18@sindatos.com,Cairo,EGYPT,Basic,15,"Cotton T-Shirt",Clothing,2,24.99,0.00,49.98,0.00,49.98,completed,1
370,1163,2024-07-24,2024,3,7,July,Wednesday,2,Maria,Garcia,cliente_2@sindatos.com,"Los angeles",USA,Standard,15,"Cotton T-Shirt",Clothing,2,24.99,0.00,49.98,0.00,49.98,completed,1
379,1058,2024-08-03,2024,3,8,August,Saturday,20,Raj,Kumar,raj.kumar@email.com,Mumbai,INDIA,Standard,15,"Cotton T-Shirt",Clothing,3,24.99,0.00,74.97,0.00,74.97,completed,1
391,1038,2024-08-21,2024,3,8,August,Wednesday,13,Isabella,Moore,cliente_13@sindatos.com,Berlin,GERMANY,Basic,15,"Cotton T-Shirt",Clothing,1,24.99,0.00,24.99,0.00,24.99,completed,1
394,1201,2024-08-29,2024,3,8,August,Thursday,3,Wei,Zhang,wei.zhang@email.com,Chicago,USA,Basic,15,"Cotton T-Shirt",Clothing,3,24.99,0.00,74.97,0.00,74.97,completed,1
405,1216,2024-09-02,2024,3,9,September,Monday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,15,"Cotton T-Shirt",Clothing,2,24.99,20.00,49.98,10.00,39.98,completed,1
414,1027,2024-09-15,2024,3,9,September,Sunday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,15,"Cotton T-Shirt",Clothing,1,24.99,20.00,24.99,5.00,19.99,completed,1
423,1024,2024-10-12,2024,4,10,October,Saturday,8,Emma,Johnson,emma.johnson@email.com,Toronto,CANADA,Premium,15,"Cotton T-Shirt",Clothing,3,24.99,0.00,74.97,0.00,74.97,completed,1
428,1001,2024-10-16,2024,4,10,October,Wednesday,1,James,Smith,james.smith@email.com,"New york",USA,Premium,15,"Cotton T-Shirt",Clothing,3,24.99,0.00,74.97,0.00,74.97,completed,1
454,1142,2024-12-04,2024,4,12,December,Wednesday,18,Mohammed,Ibrahim,cliente_18@sindatos.com,Cairo,EGYPT,Basic,15,"Cotton T-Shirt",Clothing,2,24.99,10.00,49.98,5.00,44.98,completed,1
460,1146,2024-12-14,2024,4,12,December,Saturday,13,Isabella,Moore,cliente_13@sindatos.com,Berlin,GERMANY,Basic,15,"Cotton T-Shirt",Clothing,3,24.99,20.00,74.97,14.99,59.98,completed,1
464,1011,2024-12-15,2024,4,12,December,Sunday,4,Sophie,Martin,sophie.martin@email.com,London,UK,Premium,15,"Cotton T-Shirt",Clothing,2,24.99,10.00,49.98,5.00,44.98,completed,1
6,1178,2023-01-07,2023,1,1,January,Saturday,16,Lucas,Anderson,lucas.anderson@email.com,"Sao paulo",BRAZIL,Basic,15,"Cotton T-Shirt",Clothing,3,24.99,5.00,74.97,3.75,71.22,completed,1
74,1056,2023-04-25,2023,2,4,April,Tuesday,19,Zoe,Harris,zoe.harris@email.com,Melbourne,AUSTRALIA,Premium,15,"Cotton T-Shirt",Clothing,2,24.99,5.00,49.98,2.50,47.48,completed,1
101,1156,2023-05-31,2023,2,5,May,Wednesday,7,Luca,Rossi,luca.rossi@email.com,Rome,ITALY,Standard,2,"Running Shoes",Sports,2,65.00,0.00,130.00,0.00,130.00,completed,1
105,1122,2023-06-01,2023,2,6,June,Thursday,18,Mohammed,Ibrahim,cliente_18@sindatos.com,Cairo,EGYPT,Basic,2,"Running Shoes",Sports,3,65.00,0.00,195.00,0.00,195.00,completed,1
110,1126,2023-06-08,2023,2,6,June,Thursday,24,Ahmed,Hassan,ahmed.hassan@email.com,Casablanca,MOROCCO,Standard,2,"Running Shoes",Sports,3,65.00,0.00,195.00,0.00,195.00,completed,1
113,1198,2023-06-17,2023,2,6,June,Saturday,25,Nina,Schulz,nina.schulz@email.com,Munich,GERMANY,Premium,2,"Running Shoes",Sports,3,65.00,0.00,195.00,0.00,195.00,completed,1
192,1010,2023-10-12,2023,4,10,October,Thursday,4,Sophie,Martin,sophie.martin@email.com,London,UK,Premium,2,"Running Shoes",Sports,1,65.00,0.00,65.00,0.00,65.00,completed,1
200,1108,2023-10-19,2023,4,10,October,Thursday,12,Noah,Wilson,noah.wilson@email.com,Seattle,USA,Standard,2,"Running Shoes",Sports,3,65.00,15.00,195.00,29.25,165.75,completed,1
209,1145,2023-11-13,2023,4,11,November,Monday,17,Chloe,Thomas,chloe.thomas@email.com,Vancouver,CANADA,Standard,2,"Running Shoes",Sports,2,65.00,10.00,130.00,13.00,117.00,completed,1
216,1189,2023-12-01,2023,4,12,December,Friday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,2,"Running Shoes",Sports,1,65.00,10.00,65.00,6.50,58.50,completed,1
22,1186,2023-01-28,2023,1,1,January,Saturday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,2,"Running Shoes",Sports,2,65.00,10.00,130.00,13.00,117.00,completed,1
231,1131,2023-12-25,2023,4,12,December,Monday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,2,"Running Shoes",Sports,2,65.00,5.00,130.00,6.50,123.50,completed,1
235,1215,2023-12-30,2023,4,12,December,Saturday,7,Luca,Rossi,luca.rossi@email.com,Rome,ITALY,Standard,2,"Running Shoes",Sports,1,65.00,10.00,65.00,6.50,58.50,completed,1
245,1200,2024-01-20,2024,1,1,January,Saturday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,2,"Running Shoes",Sports,3,65.00,5.00,195.00,9.75,185.25,completed,1
246,1029,2024-01-24,2024,1,1,January,Wednesday,10,Oliver,Brown,oliver.brown@email.com,Sydney,AUSTRALIA,Standard,2,"Running Shoes",Sports,1,65.00,20.00,65.00,13.00,52.00,completed,1
254,1014,2024-01-25,2024,1,1,January,Thursday,5,Carlos,Lopez,carlos.lopez@email.com,Miami,USA,Standard,2,"Running Shoes",Sports,3,65.00,10.00,195.00,19.50,175.50,completed,1
267,1032,2024-02-15,2024,1,2,February,Thursday,11,Fatima,Al-hassan,fatima.alhassan@email.com,Dubai,UAE,Premium,2,"Running Shoes",Sports,1,65.00,0.00,65.00,0.00,65.00,completed,1
268,1080,2024-02-17,2024,1,2,February,Saturday,2,Maria,Garcia,cliente_2@sindatos.com,"Los angeles",USA,Standard,2,"Running Shoes",Sports,3,65.00,0.00,195.00,0.00,195.00,completed,1
273,1127,2024-02-27,2024,1,2,February,Tuesday,6,Aisha,Patel,aisha.patel@email.com,Houston,USA,Basic,2,"Running Shoes",Sports,3,65.00,0.00,195.00,0.00,195.00,completed,1
279,1174,2024-02-29,2024,1,2,February,Thursday,3,Wei,Zhang,wei.zhang@email.com,Chicago,USA,Basic,2,"Running Shoes",Sports,1,65.00,10.00,65.00,6.50,58.50,completed,1
296,1083,2024-04-18,2024,2,4,April,Thursday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,2,"Running Shoes",Sports,3,65.00,0.00,195.00,0.00,195.00,completed,1
314,1236,2024-05-05,2024,2,5,May,Sunday,16,Lucas,Anderson,lucas.anderson@email.com,"Sao paulo",BRAZIL,Basic,2,"Running Shoes",Sports,2,65.00,10.00,130.00,13.00,117.00,cancelled,0
334,1243,2024-06-19,2024,2,6,June,Wednesday,25,Nina,Schulz,nina.schulz@email.com,Munich,GERMANY,Premium,2,"Running Shoes",Sports,3,65.00,15.00,195.00,29.25,165.75,completed,1
338,1045,2024-06-25,2024,2,6,June,Tuesday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,2,"Running Shoes",Sports,1,65.00,20.00,65.00,13.00,52.00,completed,1
343,1054,2024-06-27,2024,2,6,June,Thursday,18,Mohammed,Ibrahim,cliente_18@sindatos.com,Cairo,EGYPT,Basic,2,"Running Shoes",Sports,1,65.00,0.00,65.00,0.00,65.00,completed,1
349,1075,2024-07-06,2024,3,7,July,Saturday,25,Nina,Schulz,nina.schulz@email.com,Munich,GERMANY,Premium,2,"Running Shoes",Sports,3,65.00,0.00,195.00,0.00,195.00,completed,1
350,1085,2024-07-07,2024,3,7,July,Sunday,21,Elena,Petrova,elena.petrova@email.com,Moscow,RUSSIA,Premium,2,"Running Shoes",Sports,1,65.00,0.00,65.00,0.00,65.00,completed,1
358,1084,2024-07-17,2024,3,7,July,Wednesday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,2,"Running Shoes",Sports,3,65.00,0.00,195.00,0.00,195.00,completed,1
36,1137,2023-02-09,2023,1,2,February,Thursday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,2,"Running Shoes",Sports,2,65.00,0.00,130.00,0.00,130.00,completed,1
371,1125,2024-07-27,2024,3,7,July,Saturday,12,Noah,Wilson,noah.wilson@email.com,Seattle,USA,Standard,2,"Running Shoes",Sports,2,65.00,0.00,130.00,0.00,130.00,completed,1
386,1222,2024-08-18,2024,3,8,August,Sunday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,2,"Running Shoes",Sports,1,65.00,15.00,65.00,9.75,55.25,completed,1
421,1169,2024-10-03,2024,4,10,October,Thursday,16,Lucas,Anderson,lucas.anderson@email.com,"Sao paulo",BRAZIL,Basic,2,"Running Shoes",Sports,2,65.00,5.00,130.00,6.50,123.50,completed,1
43,1237,2023-02-22,2023,1,2,February,Wednesday,6,Aisha,Patel,aisha.patel@email.com,Houston,USA,Basic,2,"Running Shoes",Sports,2,65.00,15.00,130.00,19.50,110.50,completed,1
448,1154,2024-11-10,2024,4,11,November,Sunday,17,Chloe,Thomas,chloe.thomas@email.com,Vancouver,CANADA,Standard,2,"Running Shoes",Sports,3,65.00,10.00,195.00,19.50,175.50,refunded,1
45,1095,2023-02-28,2023,1,2,February,Tuesday,6,Aisha,Patel,aisha.patel@email.com,Houston,USA,Basic,2,"Running Shoes",Sports,2,65.00,0.00,130.00,0.00,130.00,cancelled,0
